clean_text,category
ppl can keep thier name after india god name and then they can say anything thank modi for his polices and his way working how ppl like getting exposed slowly and slowly burkah went kargil and used sattlite phone also and help otherside true tell ,negative
have never said that modi succeed yet even also criticizes modi for not haven better plan for demonotisation but just believe that better that rahul gandhi,positive
should free cost mtlb chunav prachar bhi hum kare pese bhi hum wah modi wah aese bane yrrr ,positive
very true modi govfailed provide employment,positive
india wants leader who has vision success build strong united india who can fight against internal well external enemies and could represent india global platform all these qualities exist modi ,positive
dear governorani can you let the people indian how much rbi has has given modi govt during last five years please inform the outcome demonetization amt circulation howmuch 5001000 notes and deposited with rbihow much fake currency detectedbenifit nation ,negative
tweet this telugu touch more local issues dont simply ride modi wave get the ground immediately this twittering english wont work guys simply wasted years time,positive
akbaruddin owaisi challenges modi again questions main bhi chowkidar campaign ⚡⚡ ,positive
had drawn iterinary tour ram temple sardar patel statue chatrapati shivaji museum pune etc last year not yet sure this life time will able realise ,positive
better example that this namak harami you say anything modi that’ fine some extent but supporting the one who shouts for dividing india seriously raises question regarding your fundings and your conscience ,positive
major reason for social hatred and strife modi rule lack employment opportunities expanding employment avenues cong will ensure individual happiness and social harmony ,positive
young and dynamic chowkidar says you are not with modi you are anti india ,positive
please sell off our forest please make india desert request all chowkidars first protect environment before anything else dont dilute the env laws ,positive
modi’ blog lohia opposition parties and their friendly media damage control mode the hypocrisy the ramshackle group parties the opposition appalling ,positive
tulsi gabbard rejected interviews with tyt but chats with tucker carlson tucker carlson one the world’ most prominent white nationalist propagandists she also supports drone strikes torture and supports modi assad and other genocidal monsters she’ leftist,positive
stature yeah right standing tall pile lies only modi can ,positive
even with massive mandate 336 seats the nda government under modi has not been able anything impressive heres excellent analysis maitreesh ghatak udayan mukherjee ,positive
vote for modi vote for better future ,positive
indian movie producers are desperate that they produce narendra modis biopic even before end his career politics now think that taimurs biopic not far ,negative
best wishes for 2019 election wish from god you will win huge number vote india need leader like and also party like bjp and sri modi again prime minister india may thursday 2019,positive
sir one request why bjp candidate contesting from mandya felt very bad that not voting first time from last year voting mandya also have huge modi fans you could have put candidate from mandya,negative
public toilet near kanagadurga temple nizampeteaten money given modi govtcheater,positive
rajdeep think 4got that imran not indian never combine cases like dis whenever talk imran dont comparison with modi its becoming stale,negative
this time blind faith modi… absolute hate for congress milind deora elections news the indian express via ,negative
petrified that modi will remain firmly saddle like gujarat ,negative
not wrong the actual temperature might but and his party facing the modi heatwave for sure hence the degrees ,positive
indias rupee goes from asias worst bestperforming currency just five weeks via ,negative
very true but congis will start campaign that modi scared best for him fight from whichever second seat prefers contestor let smritiji contest against wayanad elsewhere,positive
major reason for social hatred and strife modi rule lack employment opportunities expanding employment avenues cong will ensure individual happiness and social harmony,positive
the cow vigilantism and moral policing minus any real growth has put off many supporters who thought modi could actually bring about change the only change cows are more important than humans soon the country will only have cows best luck running with cow janta,positive
from selling dreams 2014 selling tshirts 2019 modi sure has come long way,positive
modi rahul firm narratives election crisscross ,negative
the modi govt failure what you call the congress govts minus raos the rest them including vajpayees disgrace india,negative
not forgiveness terrible irresponsibility immaturity and abdication duty you cant just forgive rapist killer there reason why they are punished larger implication for humanity too btw when forgiving modi for defeating him,negative
yes but how people think its modi alone doesnot make any sense bjp has almost alliance partners right now bjp expert setting fake narratives,negative
chowkidar was name calling word thrown modi rahul gandhi foolishly happy that many opposition circuits are flustered now ,positive
would better you ask about credible intellectual opposing modis record that would more fun ,positive
nobody should asked pakistan they love their country did modi modi ordered them how will you support your argument that the gurugram incident was govt supported,positive
jai are with the new india which only mumkin when modi will come into power again ,positive
why sir mam shabana azami hate much that have seen criticizing him his govt before this time for tseries contract signed narinder modi film song shamefull,negative
the great modi trap ways congress has walked into ,positive
yes cannot make any knee jerk moves drastic action even after has 100 legal the parliment and via pleas ammendments with ratification via courts but art minority has addressed make majority also part parcel our rights,positive
bhi chokidar support modi sir clean india,positive
many matters national objecftives requiring serious remaining why modi and rahul after the trivial chowkidar issue political statndards are declining below substandard level,positive
chowkidar modi will ensure cases opened with accused get prosecuted all legal hurdle settled for prosecution with illegal money returned govt kitty which ensures windfall revenue govt all crooks are joining together safeguard illegal wealth which modi take,negative
tells his favorite persons twitter encourage people vote more and many those just retweeting with thank you all happening much moved this will vote twitter should provide evm here also ,positive
going too extreme now please dont call people antinarional who dont vote for bjp modi all are free choose who vote,positive
suli bele sir felt very bad that this time cannot vote bcz from mandya bjp candidate have modi fans mandya also dont know why candidate contesting from mandya from last yrs have voting and voted bjp elections this time not voting any body,negative
called secular leaders will reply like that why the priest was disturbing peace area praising modi praising modi was attack peace loving noora ali priest should arrested charges disturbing peace ्ों ी ै ,negative
one see the fake calculation calsi chek kariye modi ,negative
modi will next request you kindly reconsider assam from the preview under cab16 will help keep your image for ever,positive
the practice sati johar etc gained prominence only after mughal invasions ignore the porki shameless people brutal rapes conversion polygamy halala fgm burqa marrying into their relatives dont waste your time,negative
jai hind modi very nice thought,positive
this campaign low hanging fruit seems giving free publicity and brownie points modi champion democracy raga camp had put into some effort they could have done something similar,positive
must read final days modi government adani project jharkhand becomes indias first power sector sez via ,positive
india will become islamic nation not but for sure will not hindu nation under modi rule will dalitstan hindus vote without fear muslim rule use nota massively and show your non confidence political systempoliticians,positive
rahul gandhis politics love can defeat the modi politics hate its time vote for love over hate ,negative
opposition always resorted mockery personal attacks communal divide and unhealthy criticisms you have other agenda than remove modi for that very purpose you even allied with arch rival bsp now you are feeling the heat being exposed before people,negative
yesjaitleys evaluation modi correct modi suffers from the dunningkrugereffectthat means modi has bias illusory superiority which comes from the inability lowability people recognise their lack ability hrs hard workingchestthumping etc,negative
modi comes power again will convert all savarna hindus the reservation for scst will increased chaiwala pakodawala chowkidar nautankibaaz banaoge toh hindus destroy karega chalega,negative
after ‘modi removed your name from voter list’ aap allegedly calls people pretending radio channel via ,negative
stop bull shitting worry about criminal vivek oberoi playing role feku modi national shame have such movies made,negative
still believes manu vadi ideology indirectly wants say modi deserves chowkidar instead prime minister,positive
guys you don’ have any reason vote then please read and understand this you got reason vote for modi save yourself from this horrible unimaginable nightmare ,negative
modi has crippled economy destroyed jobs far from creating new jobs has fact destroyed jobs crore jobs have been destroyed him ,positive
schopenhauer foretold about renaissance india hindu nation and its influence under modi leadership foretold that its influence would momentous europe when became well known the revival greek and latin culture after the dark ages ,negative
strict policing that too health system sir regulation the last thing our mci and ima allow ima comes out with banner posters even first hint any kind regulatory attempt state even full majority modi govt couldnt pass nmc bill,positive
one the best ministers modis cabinet ,positive
’ bastion says even ‘netaji’ ⁦ wants ⁦ again ⁦ ⁦ ,positive
govt can not satisfied everyone some failure govt does not mean tht modi did not well for the country 10000 anudeshok not been satisfiedits not mean will against modi who satisfied millions garib family gas connection ayushman etc pls dnt selfish,negative
there phrase hindi jaisi praja waisa raja indian praja full idiotic bhakts and hence they will elect modi again such people will never experience what have well educated person prime leader the country ,positive
curious case congress porkistan both have similarity when comes burning like hell self affliction far hate modi policy concerned now the pertinent point apna chowkidar kuch sahi kar raha hoga have rattled both the entities ,negative
would like play the devils advocate here suspectbelievehypothesize that cow lynching was one the issues that the opposition and the media wanted highlight uniquely bjp problem which spiked after modi became the 2014 ,positive
modis team doing great making him look like salesman ,positive
well used the income for his survival and modi make marketing propaganda can you feel the difference,negative
modi will remain for next 510 years and till the time opposition get develop strong leader like him their rank and file ,negative
opinion here’ why the nri disappointed with modi 2019 there modi madison square and wembley 2019 fact nowhere the horizon now writes read ,negative
message for modi and shah the hindu mobs murderers and rapists who slaughtered fetuses 2002 bajrang dal vhp rss and various sena goons and hindu terrorists general ,positive
shame the word unknown modi his cronies pakistan start raising concerns over routine lynchings and torture cases that muslims are suffering india they may keep shut next time but again theyve shame,negative
indias elections 2019 not about congress bjp rahul modi but about india sanghistan love hatred secularism communalism pluralism homogenization inclusion exclusion dialogue monologue ,positive
saharanpur had muslim population according 2011 consensus which would nothing less than today both bsp congress fielded muslim candidates congress fielded candidate who proudly bragged about population while swearing chop modi remember this when vote,positive
urge all south states india people support all respect with heart mind for modi have lagged behind nation after independence due neta propaganda for religion language local strategycastescreedsregions bias kith kind etc,negative
mention must made that the fare hike was the modi govts doing order keep filling their coffers already bloated with blood money ill gotten gains despite vociferous protestations from the delhi govt see gon get sawed now and full paisa vasool entertainment  ,negative
modi govt controls the prices petrolseidel very effectively and efficiently where sonia regime all time high ,positive
chowkidar and chowkidars chela have diluted most the environment laws the country ,positive
after the 2019 results are out expect huge turmoil anyway the pseudos are tipping point saw the protests usa when trump was declared elected,positive
this awesome step guys the appeal modi shri jai bhagwan goyal adopted barsana village,positive
content produced factories lies dangerouspeople are aware that youcongress are willing spread lies social mediaplease come ground and feel the wave which favour narinder modi rajiv jain advisor haryana cmin reply video posted surjewala,positive
modi and his bum pals are the kind chowkidars who give chowkidars bad name keep watch while some criminal who has bribed them loots the very people the chowkidars are meant protect,negative
yogi adityanath kept every promise made farmers before the 2017 state elections modi interacts with everyone through mann baat sushma swaraj humble and approachable everyone you only talk about rahul this the difference ,negative
bjp have major role destabilising our country breaking harmony why you are ignoring this fact bjp and modi are taking all credit give them the credit for dividing people based caste colour creed religion language profession regions and even food india shining,positive
why modi sarkar running away not answering the questions raised the claims 250 300 350 killings during balakot attack why dont answer clear the doubts why hiding behind pseudonationalism credibility crises ,negative
1st all highest court our land has absolved mrmodi godhra remember why godhra happend cos burning alive men women children after locking jihadi,positive
bhadrak bhandaripokhari and bhadrak they are loosing elections row still they are getting tickets new face they were imported from congress but unable take the advantage modi wave,negative
and think modi representative hindus sorry der difference between normal hindu and chutia hindusbhajpaisanghi,negative
more than million additional farmers will get two instalments 2000 each ahead the forthcoming general elections following the goahead the the government lets vote for team modi for prosperous india ,positive
heres interesting section work which gives comprehensive glimpse the work various sectors over the last years detail report for those who shout always modi tak kiya kya ,positive
every time you smile someone action love gift that person beautiful thing mother teresa,positive
here’ why the nri disappointed with modi 2019 there modi madison square and wembley 2019 fact nowhere the horizon now writes ,negative
brilliant modi government didnt just dispose off enemy assets but made 700 crores from ,positive
how many you bjp website modi isnt the bjp president doesnt run bjp,positive
pathological liar ’ which controls the police now hav played victim many times the first casualty 2019 modi surgical strike,positive
this the difference confident leaders call upon actions says vote kar requesting the citizens exercise their right the other hand the opposition saying hamein vote kare modi hataavo thats the difference,positive
the same emotional level you are and sure with long rule bjp fangs the serpents will pulled out without killing the serpents,positive
would ready for raj thakrey goes for post atleast will not hypocrite like modi,positive
this really great step guys the appeal modi shri jai bhagwan goyal adopted barsana village,positive
modi knows where keep whom knows trouble brewer hence most the time sidelined ,positive
planning order one after receiving lakhs that one man called modi now india offered almost years ago but would live have the tag tshirt☺️ ,positive
rajasthan governor kalyan singh ‘ all are bjp workers and want the bjp emerge victorious want that once again modi should become the important for the country’ ,positive
awareness the key make any scheme successfulmodi govt succeeded this this govt schemes reached door door even remote areashuge public got benefitted because awareness,negative
sometimes wonder modi such strong leader cell portrayswhy couldnt get grade director for his biopic like hiranibhansali etc,positive
why are our journos nice frauds like rajat gupta and karti chidabharam next will have barkha interview nirav modi and tell that innocent ,positive
simple who better than modi for our nation,positive
modi asking cow contest lok sabha election 2019 ,negative
see modi has made them rich that modi,positive
what better days you expec tons money best cars vote for modi ,positive
rahulgandhi has announced minimum income guarantee all poor modi announces rs500 per month farmers holding below acres land  the best congress for all  ,positive
you are more concerned than congis for this allianceany modi will win all seven seatsdelhiites are wiser than some called journos ,positive
there used whole agentsaffron adjacent side twitter that used blame the lack more virulent hindutva campaign modis caste,positive
modi need trend more social media marketing team thinks out the box ,positive
remarks the ani news agency pitroda who heads the congress overseas department and close friend the nehrugandhi family had sought more ,positive
why vote modi dynasty visionary 3no high level corruption 4solid team changing base though will take time more time will give result congress will loot knowing well chance again internalexternal security 910 nationalism,negative
for bjprss education tool for ideological indoctrination not means empower people modi govts new diktat students will only research those topics which please the emperor ,positive
yes but not selling country terrorist likewise congress president doing how many propaganda all corrupt selfish political leaders can create reality ground shows modi will yours and mine all thieves must worried,negative
modi failed fulfill his promise ₹ lakh every individual but created epic misadventures like demonetization contrast congress president ensured farmers loan waiver all states promised during polls ,negative
now predict number free rides modi will get the chartered planes gautam bhai for election rallies all under auspices ecofindia,positive
assuming swamy right what has modi done prosecute punish the culprits how many the names mentioned swamy here are jail lie doesnt become the truth just because swamy modi repeat 1000 times,positive
last time the narrative was modi becomes then country wide riots will break outthey want keep the people khauff for not voting for modi,negative
this guy could not sustain lie beyond third sentence his tweet the succeeding govt carries the momentum the previous government how does modi govt gets credit convoluted argument second upa govt squandering,negative
sirji you guys sold chaddi dhari anna first placeindians are still paying for mistakemodi gang just interest that,positive
another section started collecting stats and then showing trend that cow related violent incidents spiked under modis watch its similar award wapsi that happened due rising intolerance these are movements created certain sections peddle their agenda ,negative
modi has merely renamed out congress schemes ,negative
disappointed with teaser where vivek oberoi friend huh accha yeh modi biopic nahin hai,negative
father was also banker gave very good life from his salary was never money minded like you all who only wants money without doing any work and help people like mallya and nirav modi scams and real needy people dont get loan they are not position bribe,positive
nice oped gurcharan das toi today where lists out many achievements modi govt and also makes valid points criticism and some unjustified points criticism see thread above,positive
working hard moreover honest toward his work supporting modi the right thing ,positive
from chaiwalla chowkidaar tshirt seller this pretty much majority indians career trajectory and you say narendra modi doesnt represent the common man,positive
took personal interest quoted incident ensure safety minorities prevention such incidents future the other hand indian bussy creating more chowkidars thats the difference new pakistan and modis india nutshell ,positive
trueyouth knows who good and who not goodmodi will not enough majority rule the governmentregional parties will play important role,positive
final days modi government adani project jharkhand becomes indias first power sector sez ,positive
har har modi ghar ghar modi modi jeise imandar milna moskil haiji modi the great leader the world want modi once again,positive
how narendra modi has almost killed the indian media ,negative
dont just talk you something say come with facts accusations allegations without facts doesnt become real unless proved name one scam modi which you guys have proved until now bet you dont have criticism good for good governance but not abuse,positive
right now news channel should discuss modi government 2014 manifesto how many promises fulfilled how many still pipeline but what they are discussing and showing sapna choudhary hema malinis banke biahri mandir,positive
“main bhi chowkidar” just another election gimmick from brand modi ,positive
centre state govts working together make india tbfree 2025 its most heartening that multipronged approach involving different stakeholders ensuring outcomes seen ,positive
still majority people still believe fake news open your people dynasty politics vena,negative
always wondered why harbhajan opened saloon chandigarh while getting haircut today नऊआ always tried engage conversation and landed modi his misfortune conclusions demonetization had minimal effect him has regular gas con,negative
his sons study good schools not convent though modi has raised selfrespect manifold internationally muslims syria pakistan libiya turkey are towards selfextinction and forth when commented his wordly knowledge you know who blamed,positive
condoles loss lives due bus accident maharashtra ,negative
received shirt from today sincerely stand modi his call invoking the vigilant citizen each one you can also get your shirtmerchandise from ,positive
the last years modi has donned hats star salesman few industrialists bjp star campaigner india the duration success failure each role will vary depending whether you are liberal bhakth,negative
you think modi the best choice this election you believe his idea new india you are thought leader scholar academic columnist thinker join our efforts register here ,positive
social media lampoons modi’ evolution from chowkidar salesman the prime minister india with ‘chowkidar’ his name was caught peddling tshirts keychains twitter read ,positive
the language modi does this only then will hindus vote for him’ the very reason temples are govt control today the way temples are under state govt control and not under goi hope modi makes such promise and rather these ingrates shud vote for dmk cpm,positive
jds mla shivaling gowda karnataka said break the jaws those who are coming here and calling modimodi slogans gowda always think before you speak respect your seniors don’ destroy the respect politics save democracy save india ,negative
better modi atleast more democratic modi enough courage face media and give answer every question ,positive
today dollar highest ever modi told 2013 that rupee icu but today can see that rupee ventilator action plan must there and want ,positive
let anyone give single reason should not vote for bjp modi willing have debate till the chickens come home roost ,positive
sold many airports adani sold lal qila adani gave worth millions dollars contractrafael ambani help modi and escape from india visited many countries help his friends get big contracts,positive
golden hour the first hour after traumatic injury when emergency treatment most likely successful clueless modi decided waste the golden hour shoot his film and let the wound attack become more threatening why ,positive
rise above jaativaad and reservation based our vote only for social workers iss baar modi sarkaar bihar,positive
almost that crowd has come eat free biryani and collect their tax money which you guys looted for years badme vote modi karenge ,positive
poor chap modi hasn’ given him anything can offer the voters how long can you keep saying pakistan pakistan ,negative
you refer last week tweet had clearly said she cant join she big time and supporter ,positive
ayushman bharat yojana doing much better even bill gates congratulate modi stop disrupting indias future,positive
bjp govt works only for rich ambani adani choksi modi rule rich have become richer and poor have become poorer this must stop india has grow equitably ,positive
pak has dropped two indian pilots his territory one has been released pak and where second one bhagwa traitors modi media asking about missing pilots shame,negative
never agree with anytime but like his straight forward answer opinions personal opinion sawmy far better than modi jaitley via ,positive
modi has deliberately done this drama and now claiming that chowkidar people should elect him only can catch fugitive like nirav and bring ,positive
humbly requested all awarded citizen spread awareness amongst all slums dwelling and down strata population that loksabha plz vote for modi and ensure single seat should this maleficent alliancethe alliance sheer mockery and downfall ethics polity,negative
after modi removed your name from voter list aap allegedly calls people ask who they will vote for pretending radio channel ,negative
this all news are propaganda modi went see even manohar parlekar body for blessings and modi forced manohar defence minister which was given sitaraman jinin 2017,negative
first time the history india the opposition fighting elections without any agenda the only concern modi hatao manifesto development issues this the first elected government which public happy and corrupt politicians are crying its vice versa,positive
lol right modi using indian military campaigner for his elections,positive
will leave this country after few years just like neerav modi,negative
deeply impressed quick learner modi who has his own way doing things president pranab mukherjee ,positive
astrologer from patna predict that modi will become again 2019 sure death,positive
vote modi for dignity community and for safe future for and kids,positive
not getting candidates bengaluru south bengaluru rural constituencies ready contest from any one constituency from above motta bhai bless  common man strong follower modi namo once again jai hind ,positive
will have our day for reacting when people will take arms against muslims either their govts will have take account reality will repeated more frequently throughout the western nations,positive
mai atal bihari avinash singh gandhi order deta mechokidar narender modi may 2019 morning joine kre @ thounds per day 201o 2024 call for more information,positive
then shld have election between mms and modi international scale that will awesome see who will comand ,positive
get chance interact with shri narendra modi directly the event held 31st march 5pm register now via mynt ,positive
seriously must have sick mind call small kid roiteer how get that thought hating modi fine but extent that use derogatory words against innocent kid appalling only wish eashwar aapko saddbuddhi get well soon,negative
and here another gift from the government parent taxfree special economic zone purpose built for ensure the poor india get all the externalities burning coal but tax nor cess ,positive
modi not the real hindu but there any difference between you and goons this why should vote for you this all you could come with ,positive
social media lampoons modi’ evolution from chowkidar salesman via ,positive
nothing better could want modi for lifetime india will attain the glory commensurate potential indians ,positive
its modi chor corrupt maha thugbandhan janta with modi ,negative
how can anybody give this character ticket this shows tht country ppl the country good work good intentions not important only defeating modi important wht this fellows contribution towards our country wht knows abt politics naxalite thinking,positive
and tell modi last week hindus attack muslim family this india safe country and never,positive
rajasthan governor kalyan singh throws dignity governors office out window wants modi return ,positive
mamata good leader mamata deski dusmon har har modi ghar ghar modi modi the great leader the world,positive
lol think godse shud have also done nehru what did gandhi but wanna know against bjp modi read this ,positive
exactly people will actually pay listen modi unlike their stupid raga this great idea btw you should consider this one might help generate lot revenue for the party people would love contribute,positive
who after nehru indira gandhi who after indira rajeev gandhi who after rajeev desperately try for rahul who after modi best person whoever can rule dynasty ,positive
never said any comment that there was role pak its about intelligence failure leading attack upa ministers left their post after 2008 mumbai attack bcoz they failed what did modi did asked entire country chowkidar what abt rdx isnt that ,negative
how much yearly fund was allocated the and how much they spent can come with the white paper and ask your mlas too karnataka that will get seats have that leadreship this dont rely modi ,positive
worried modi might contest from constituency bangalore south far seemed favor inc but with modi picture things can change,positive
modi uneducated has never held single press conference you know this does not like answer questions thinks bigger than his country and his people but mently poor dont know him,negative
modi has done nothing for common indians product marketing through extensive advertising campaign funded his rich cronies ,positive
this nation never seen this kind overall performance anybody fails recognize clearly know what theres intention modi again for another years,positive
bjp struggles find candidates west bengal graffiti shows modi asking cow contest hilarious  ,positive
but only modi first,positive
atleast modi bought new fighter jets for our airforce give them some teeth congress yrs did nothing and had left our airforce toothless ,positive
rahul isnt mature politician rahul managing director from congress companies har har modi ghar ghar modi modi jeise imandar milna moskil haiji modi the great leader the world support modi,positive
modi appreciate your capability and quick decision maker and our nation safe your hands but sad back one thing you have forgotten shanawaj khanplease dont ignored that person,positive
wish more strength the shoulders narendra modi,positive
green underwear missing ive been doubting isi all this while but now got text from raga modi sold that ambani ,negative
she actually promoted modi govt good works ,positive
but the spineless leaderships all over the world doesnt give that confidence hve already stated many times how leaders turn impotent after ascending positions power,positive
yes they fcuked mmrca procurement yes their socialism was the bane modern india pvnr freed upa were much less socialist and they are yardstick for comparison with nda modi less socialist than indira btw,negative
raghuram rajan sent list high profile bank fraudsters modi early months his office and thereafter some reminders but modi failed act and why also not thug but claiming chowkidaar,negative
the votes get divided modi will win unite tone one strong opposition ,positive
shri arvind kejriwal shame shame aap congress bail party gathbandhan karke public will majak bana rahe you will remembered great darth the indian politics modi oppose thik hai but opposition itna mat giro,positive
smriti kerala hahaha good come our trollers will have lots fun and for bjp even modi cant win seat kerala that sreedharanan pilla also know via ,positive
1960s lal bahadur shatri resigned because train accident and that was mistake line men since could not give signal time but 2002 there were 1000 killed but still modis did not give resign but atal bihari vajpaye wanted him resign ciz modi power lusty,negative
sane bold decision annapurna all yadavas should support modi for nation,positive
malnutrition india narendra modi and rahul gandhi’ constituencies are among the worst affected via ,negative
why you have conspire people jharkhand anyway dont expect much count your last few days final days modi government adani project jharkhand becomes indias first power sector sez via ,positive
you forgot one more cruel incident happened kashmir did made any comments like this the same hope havent could that cruelty cowards cant used against modi right,negative
nation first  vande mataram modi again  for behatar bharat,positive
here’ why the nri disappointed with modi 2019 via ,negative
sir impress voters the elections between trskedikcr ap5crsncbn not between ycp jsp jagan musugu remove cheste kcr unttadu kcr musugu remove chesete chormodi unttadu brought voters they votes ycpjsp 5crs will not get krishnagodavarione lakh due,negative
final days modi government adani project jharkhand becomes indias first power sector sez reports ,positive
seventeen years long time learn one completes school bachelor’ and master’ that time but from 2002 2019 the congress party has learnt little editor chief argues the ways congress has walked into modi trap ,negative
supposed susu swamy influence 2014 was much that thought modi should eternally grateful him for being elected and make him pseudo reality strikes enters independent supported the bjp 2019 has become irrelevant and inconsequential,negative
india was 1st large country upgraded since 200708 would have been very bad shape years come was not modi who won 2014 are growing fast rate like never and our future secure only gets reelected,negative
watch how narendra modi govt reduced corruption with innovative steps ,positive
modi’ village electrification among world’ biggest successes since 2000 more than 900 million people gained access electricity asia with the region getting electrified 2017 compared with 2000 this progress happened india only,positive
mahinda rajapakshe yogi adityanath are rare gems the world governance,positive
border transcending saw satisfied changed ,positive
now that have agreed that congres screwed big time defence perhaps even just enrich themselves want know how many rafales modi brought india years that upa couldntchose not their term 126360 ans ,positive
absolutely right from bangladesh joker,positive
vote for major sir vote for modi ,positive
bjp lacks boldness such concerns didnt bother when she released terrorist from jail within hours assuming office,negative
correction modi has disgraced the office regularly over past years now the time vote him out ,negative
arvind best way defeating him that you leave the post delhi contest the election against modi from vanaras constituency you did past also till now body strong who can defeat him even body ready file the nomination against him,positive
modi sold his suit lot stuff received gifts from other nations auction donated the money ganga project but doesnt have the skills sell india like rest the from nehru mouni singh,negative
few days back they stole song and now this anyways bjp modi proved the tag line ,negative
has congress resign for 1984 1990 modi has clearly said you find wrong hang public place,negative
what have you and your modi done these years for this for that matter for pandit community its better you leave this hate and apologize for all the bigotry have done last years one day you might welcome here like every pandit ,positive
chokidr kutte moat maro dont need these type chokidar which are products modi sarkrthis also the real face bjp,positive
will give modi whistle cap wants chowkidar akbaruddin owaisi ,positive
the context the elections and kind cold shouldering with modi has negative context,negative
chandrababu naidu calls modi ‘demon’ jds mla wants ‘crush jaws’ modi supporters politics india reaches new low via ,positive
the storyteller has broken the emotional barrier between the ruler and the ruled writes ,negative
remember how modi sold fuel inflated prices for four years and keep raising excise duty crude slump how wanted lock 136 crore indians aadhaar this jobless growth farmer distress demonetization that destroyed business with ,negative
even aftr trying for the 7th time for last mins couldnt even book train tickets via irctc websitesame error msg displaydy the gov even thinking going more digital wherein they cant even mnge simple ticket booking site ,positive
better rahul contests from pakistan you have many supporters like hafeez masood azhar dawood imran khan aur india jijjaaaa sure win amethi you can not win wayand people still remember disaster management modi,positive
the job indias sell the world the idea our nation attractive investment destination but too busy selling his tshirts like salesman worry about the rest the country ,positive
should but wont and its indisputable fact now that anyone who challengescondemnsabuses modi bound turn beloved the pseudosecular politicians and brigade lutyen media who will any extent glorify such individuals,positive
crore jobs lost while modi was busy marketing himself rahul gandhi ,positive
you are sitting ontario and predicting fantasies rotfl whether like not nobody buying the shit modi selling anymore apart from few backward states the north people are not buying cowcommunal crap wish you luck ,negative
his comments disgusting but always wrong agian this probably thats why did friendly interviews with her its modi who has faced more personal abuse directed and led mrs gandhi herself followed her son her party her ilk and left lib journalist,negative
modi power lusty but gandhi family very saint people right modi bad but has money pocket but gandhi good because has lot currupt money his pocket right,positive
modi the kid boosted gang thieves through window his only job and open the door that his gang can come loot bjp doesnt expect come back power they are using the time remaining leach much resources out india they can ,positive
the larger blame increasing pollution congestion delhi has min modi minister was adamant his decision increasing metro fare which was opposed govt this money making decision has costed delhi metro lost lakh commuters ,positive
very interesting 2019 election bjp said congressi chor congressi said modi chor matter should decision who chor like babri case,positive
whats going controversial amendments environmental laws procedures documents reveal modi and javadekars war indias environment via ,positive
know why you willpapu his chamchas nothing target modi thats why now they desprate and targeting him for his suitsdont you know bitch chacha nehru coats where dry cleaned london someone talk with facts than papu his chamchas will run from that topic,negative
perception makes fool some call “foreign investment” others call “selling our company foreigners” modi calls former baba ramdev calls later both know they are making ppl fool foolish ppl clap for both jai hind ,negative
you can have your opinions modi one should immune criticism but modi really worked his way the top from lower middle class kid who worked tea stall modi became the the worlds biggest democracy really took along with his rise ,positive
indian version pmln the similarities between modi’ party and that are striking,positive
finally rahul gandhi brings more credible agenda against bjp but may too late ,positive
yeah modi acts exactly like unlike mms who was puppet sonia ilks you dont like him and praise imran khan the enemy nation quite understandable,positive
congress party whose polls show closing lead the election due may said the job report showed national disaster economy has been expanding percent plus annually but uneven growth meant not enough new jobs keep pace ,negative
you said sir till now the common men have not been experienced the good governance our country they are not realising that its time consuming exercise for taking less time for that sure they will realised once modi get the second term,positive
will fight for our own rights need modi govt forever jai bhajpa ,positive
agree such idiots the biggest curse for modi and bjp hope such dolts removed ,negative
report card while the leader the government has fared remarkably well political leader has done quite badly mainly has never stopped being the campaign mode writes srinivasaraghavan read ,positive
् े ें ाँ ैं ााोी ् the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via namo app,positive
lost bargarh kalahandi even before election may wrong idea about the ground reality about bjp modi coming kalahandi jeypore 29th march 1st april,negative
stop this pitting bjp the largest party the world not like pdp only faltu lalkaro maatthere pan national vision modiji which you fail understand,negative
lok sabha elections 2019 live updates nitin gadkari contest from nagpur files nomination india news ,positive
bogus story kejriwal who doesn’ not know the history the indian politics during emergency also said that indira will not hold elections but election commission did hold elections and indira lost indira can loose who modi ,negative
the more such people will bury the truth the more will come out soon must ahead the way truth who afraid those cowards who threaten for exposing there reality keep going teach them reason there doubt that modi will india again,positive
years congress rule can the corevoting issue when the congress power the bjp opposition right now modi power congress the opposition bjp cant seem get used that how about voting years modis rule,positive
good morning see why nirav modi escape ,positive
cannot understand wat modi has done yrs probably bcoz live dubai not india,positive
modis rise incredibly inspirational its reminder and everyone that its possible rise matter where you come from sure imran khan has had his share struggle and hard work but politician hes nothing but puppet leader failing state ,positive
another meltdown india which will further rejoice when modi will get relect for more years which will show the hard steps took for betterment our economy are for people not for votes ,positive
modi has wiped out the small micro industries india with the demonitisation indian enterprise the small micro industry section,negative
bjp struggles find candidates west bengal graffiti shows modi asking cow contest ,negative
modis opposition trying defame him they not want succeed indiaabusing mister prime minister worst formbut spite all modi going win,negative
phir modi sarkar get lost yaar more chowkidar,positive
modi keeps winning till 2024 are gonna call his third term … third reich ,positive
nothing compared modi being called psychopath terrorist names his mother being dragged into the whole thing the most abused,positive
